,momentum_top5,momentum_top10,lowvol,ew_liquid
1997-09-30,0.8025666734240887,1.072891946890465,0.8074528306673592,0.7579983150607352
1997-10-31,0.6575025739933511,0.9125188774198794,0.7079064989865664,0.6767651773866215
1997-11-30,0.6057056996722225,0.8486971114740337,0.6861681100856464,0.6376397963284367
1997-12-31,0.5940927526096502,0.8520974786353488,0.7209287652039903,0.6416678752183758
1998-01-31,0.6467048732300895,0.8621980181169817,0.742344893859758,0.6412479554052133
1998-02-28,0.6878198080937984,0.9716829657069797,0.8544232425587688,0.7891164722188696
1998-03-31,0.6654321495275871,0.9548351719108353,0.8462276223788349,0.7953603541587101
1998-04-30,0.6730806694521916,0.9382768267275673,0.8229643282706215,0.7592395820459868
1998-05-31,0.621472953627346,0.8847879687616721,0.780265619372691,0.7114793871899405
1998-06-30,0.5629174300507379,0.7948968864675792,0.7065703769284388,0.6172372243881556
1998-07-31,0.5209221573553147,0.7518176364094887,0.6668191611066161,0.5650287277536856
1998-08-31,0.4632359542883818,0.6088435350310252,0.5375395643041987,0.42139017895989245
1998-09-30,0.4788333027246593,0.6192310479389911,0.5736192114800233,0.4371209046237832
1998-10-31,0.6703206919204167,0.909478569787899,0.7263959827947317,0.6161098489503695
1998-11-30,0.7070064036304069,0.9949013274575437,0.8051179035558593,0.666997775708011
1998-12-31,0.6795034972627526,0.9642955329056024,0.8291036507862752,0.6400041232844182
1999-01-31,0.6711535148558094,0.9702075939001059,0.8085260560480194,0.6514738399484135
1999-02-28,0.636885030033386,0.942558099639827,0.8208948197268614,0.6490777754503517
1999-03-31,0.6824466245752162,0.9965482025481688,0.8573656161737517,0.6807632906051776
1999-04-30,0.8936570181362007,1.2552911677099083,0.9918172256591515,0.7999902814565849
1999-05-31,0.9348719902714054,1.2494332985207193,1.041972545517052,0.7890517402252761
1999-06-30,0.9912537598133642,1.3041481917684858,1.1017990267459778,0.8271734206270126
1999-07-31,0.9822762978809506,1.2279947660149928,1.0604217715946256,0.7840712591309775
1999-08-31,0.8840919963284188,1.1743592517188173,0.9903805949156446,0.7428234925843453
1999-09-30,1.0054343663937961,1.2233865131701163,0.9582607443651989,0.7594706200172734
1999-10-31,1.2118817070249777,1.323102536764236,0.93995820021551,0.7345193748737967
1999-11-30,1.2415939419292983,1.2629305868608374,0.9186858277689998,0.7296890782145051
1999-12-31,1.1222264180190684,1.2085017919254046,0.9743957345185223,0.7570199102729389
2000-01-31,0.9789116939569883,1.0735395565027144,0.9641845690528973,0.7034216212723434
2000-02-29,0.7816501966990886,0.8985679246983321,0.8464058742107761,0.617550467946049
2000-03-31,0.8739101617566253,0.954204310843711,0.8944845099840302,0.6231280874933441
2000-04-30,0.8548835236338475,0.9268025591088815,0.8839267780666592,0.6012156738015253
2000-05-31,0.7010839780105859,0.8174451578704431,0.8542433813981154,0.5572851488489171
2000-06-30,0.755130270674206,0.8577313970285984,0.8974736023854618,0.5807726645290121
2000-07-31,0.6865714291466553,0.7922476605477574,0.82109178738921,0.5272786224380894
2000-08-31,0.7123240331690299,0.7955077884877448,0.8861089356058973,0.5613278374115045
2000-09-30,0.6279164965719453,0.7097865467388199,0.8565020960305791,0.5416502024339801
2000-10-31,0.4590188707993227,0.5334831652804571,0.8355035938395164,0.4936313245394113
2000-11-30,0.487677725167919,0.5771431190255304,0.8862321049636787,0.5232278134854916
2000-12-31,0.5264007129814806,0.6043636366363336,0.9850534590784116,0.5668491183156694
2001-01-31,0.6501410761003382,0.7128453580530465,1.0485389232816997,0.635159952799686
2001-02-28,0.6193018497273246,0.683192497036248,1.008831552515287,0.5899530361423969
2001-03-31,0.5540323747436121,0.6189629227154385,0.9191627965807884,0.5467467327295407
2001-04-30,0.561686623939652,0.6136751137177553,0.9174243572623724,0.547274865271325
2001-05-31,0.558565306036027,0.6097537348413496,0.9185134155575108,0.5434488162344536
2001-06-30,0.5794414573762059,0.6283031696533213,0.929354577421294,0.5609835732360526
2001-07-31,0.603460307610543,0.6304102075701181,0.9295590830815839,0.5463134757573219
2001-08-31,0.5667295508330085,0.5965360464326089,0.8605397738213506,0.5193722653342473
2001-09-30,0.46000103340257514,0.5030199793339993,0.7775046259531069,0.47895070744508306
2001-10-31,0.4434379734075872,0.4626662832454335,0.7298427053032692,0.44143889867462366
2001-11-30,0.5094096736698964,0.5476794803447813,0.8076486109027454,0.48411342533594004
2001-12-31,0.5673812656530127,0.5698558354239324,0.8154132149399655,0.4987283148364002
2002-01-31,0.7030249954043067,0.7072728828942367,0.9288056838720425,0.5614388522528798
2002-02-28,0.6900860498811591,0.7093764338805797,0.9508256272060608,0.5677647415360797
2002-03-31,0.66767581959051,0.6973721740389682,0.9479645447838246,0.5713229486748673
2002-04-30,0.6586211105099972,0.6884137105204737,0.8955892864468309,0.5521808556212364
2002-05-31,0.5761287792798648,0.6366738540736011,0.8918628320261746,0.5468413887128127
2002-06-30,0.5513416625467388,0.5913268762456747,0.8213140193602606,0.48905079923174466
2002-07-31,0.5131193103006377,0.5549354755581931,0.8011389821692065,0.4817267386717064
2002-08-31,0.5178870512081757,0.5553300974673309,0.8158362479720775,0.4783269937553591
2002-09-30,0.5228239260802285,0.5627197746281969,0.8218794094162442,0.47316901723195737
2002-10-31,0.5000262154289409,0.5385397143375052,0.7911560163778437,0.4370020688527457
2002-11-30,0.5152515146188577,0.5486780920107105,0.7862581172597815,0.4418145203927967
2002-12-31,0.5087361582936158,0.5459371461914992,0.7954031769238591,0.4221142782631981
2003-01-31,0.536857631616837,0.5626783434671343,0.8115839705779846,0.44302943345346163
2003-02-28,0.5132634020861965,0.5556831242122423,0.7771725048644117,0.41678577952723245
2003-03-31,0.5201062205198529,0.5637540204730079,0.8015126140180339,0.4238319158523641
2003-04-30,0.5190594312249895,0.5737802720763845,0.8160144007745147,0.43152849992334513
2003-05-31,0.4850251334020979,0.5400010876819238,0.80289211399284,0.4258045609740085
2003-06-30,0.4927325942100215,0.5621204051260663,0.8722232580803855,0.5179803600448188
2003-07-31,0.5158060939604947,0.5815170625215623,0.8695844145518072,0.5298120037767263
2003-08-31,0.47855368842093476,0.5562837052818769,0.8478285770399127,0.5069455614101268
2003-09-30,0.522262411168744,0.5915175805409078,0.8681479930290916,0.5509153655803121
2003-10-31,0.5378036006427158,0.6257684302645014,0.8777683598855488,0.5797090836850168
2003-11-30,0.4851049149652673,0.589579240747088,0.8396478938421379,0.5448393163810916
2003-12-31,0.5394527319745726,0.6340395983989636,0.8714187627751615,0.5816444048215172
2004-01-31,0.631272454557905,0.7158259753092261,0.8975669998911152,0.6076524989191756
2004-02-29,0.6205441563814685,0.7029970379591923,0.8664674423502687,0.5895454072231432
2004-03-31,0.5680994983423032,0.6556817716070922,0.8958631183548726,0.5916388474440758
2004-04-30,0.6407660317053132,0.7103080184057413,0.9320826874965491,0.660240079601585
2004-05-31,0.6252522769502724,0.6878679453062346,0.9218411449378402,0.6467906699125766
2004-06-30,0.6413204774399555,0.7106167635498793,0.9524168569981881,0.6755344214861693
2004-07-31,0.5940547874540347,0.6777308016701721,0.9392891251948787,0.6697106786667649
2004-08-31,0.566383865280371,0.6997004620588405,0.9336402750722129,0.6581660902264804
2004-09-30,0.6305394603319407,0.7476046244158355,0.9886156149302342,0.7436992667281472
2004-10-31,0.6512088099381966,0.7784138613425077,1.0129860845592134,0.7825755211866202
2004-11-30,0.6313432898574594,0.7656655653296467,1.0321803094485982,0.770172210250938
2004-12-31,0.5984048319562514,0.7504232894539367,1.0291584793434363,0.7834432490059396
2005-01-31,0.7872484997549908,0.9218134681472503,1.0896105624163355,0.8908319186358831
2005-02-28,0.7633249431477348,0.9194524198756555,1.2331070226192598,0.9455095586185558
2005-03-31,0.6392504532761231,0.8638967038587354,1.1672268230346954,0.8764905459514528
2005-04-30,0.570431744519819,0.8041737413000206,1.1113081704321408,0.8179057967404836
2005-05-31,0.6041039877407777,0.8225203591696487,1.15653635590806,0.8398370914615135
2005-06-30,0.5647446894468233,0.7932366229027238,1.1349050930788065,0.8182377579658867
2005-07-31,0.6206979890940924,0.8765949386149056,1.1695238791004487,0.8383100353929048
2005-08-31,0.6322955977139211,0.8645763034829391,1.1446955420477363,0.8186603810954729
2005-09-30,0.63153874051575,0.85168748473278,1.1488021916033337,0.8239038181144239
2005-10-31,0.6256280799573907,0.8839502403975488,1.1683356683082056,0.843595578916862
2005-11-30,0.7012694705805036,0.9610643060476457,1.2297063917736102,0.9509722723471374
2005-12-31,0.6950800814159421,0.9590042854604648,1.2010952251965799,0.9431003784389971
2006-01-31,0.7849334936228703,1.0255748171948273,1.2634183353232455,0.959007924174119
2006-02-28,0.7553199617306718,0.9894004767233252,1.251747207731074,0.9459246074323634
2006-03-31,0.7843708590921363,1.0197925133363572,1.3130007015824725,0.9829185352701479
2006-04-30,0.8307358428942628,1.059342163288161,1.350978345443745,0.9915200285180289
2006-05-31,0.8558896420120875,1.0714535432731749,1.3459634827181646,1.0329594225193752
2006-06-30,0.8506624062337318,1.0474884664936188,1.287010880619722,0.985538488561352
2006-07-31,0.8722133736859097,1.108971190767965,1.365477975516325,1.0768113866477962
2006-08-31,0.9812364345099588,1.1684294261886086,1.3626581382669816,1.0648630094020999
2006-09-30,1.104523594130111,1.3109121132757777,1.4656121650291785,1.1660739137787306
2006-10-31,1.2781252136855947,1.4798197075681998,1.5706863640431659,1.2308975806257452
2006-11-30,1.382232372547547,1.544068999762302,1.6479016928073107,1.2928344454809397
2006-12-31,1.464327334684181,1.688678097970344,1.6935143963575192,1.3616483360774387
2007-01-31,1.6249252487933097,1.8392976956352276,1.7940200301006242,1.4969533988246906
2007-02-28,1.6373108885522145,1.8310744096904976,1.7597809472026034,1.4503997247377272
2007-03-31,1.6838959477910183,1.902844691612438,1.8365263838320456,1.533650652927023
2007-04-30,1.7687076162661766,2.0058246825273955,1.8416249063630705,1.5930775713364327
2007-05-31,1.99100419560047,2.19172433479695,1.9822035808100902,1.7141130112854046
2007-06-30,1.9696547645276976,2.277665191016369,2.0776373068352054,1.794938746952448
2007-07-31,1.9110826683448054,2.1499168492310363,1.9871747123714776,1.7267595566447107
2007-08-31,1.581212163991042,1.8968084239842447,1.890296116397242,1.6222196189770914
2007-09-30,1.7689836898665654,2.043495070854734,1.9837122990505855,1.7753319174964046
2007-10-31,2.0009396566228004,2.242187599665887,2.039493388655412,1.9091525152883506
2007-11-30,1.841247557752356,2.01394924262049,1.897129735540286,1.7929852654144895
2007-12-31,1.8619025530521558,2.037307777399672,1.904436956540701,1.8141136609463413
2008-01-31,1.4769184025219226,1.658300366264393,1.707905857063226,1.601881123032724
2008-02-29,1.552130076396698,1.660449585934729,1.6772357109713343,1.5570849488053826
2008-03-31,1.4741085347940648,1.6000411149718747,1.6066208524958414,1.475410612369253
2008-04-30,1.3886819843444023,1.4777118333134067,1.4958544787282322,1.3692639509524531
2008-05-31,1.4460617579769834,1.492162790926106,1.529019017078239,1.4222611216744836
2008-06-30,1.3974521181701145,1.3559309493105114,1.359590400611046,1.2541449248417278
2008-07-31,1.3591035614621119,1.4314665251182535,1.4126085170280542,1.2957888633810102
2008-08-31,1.40070839219939,1.479454433493771,1.4711981143292556,1.3416930646839895
2008-09-30,1.2801440126530954,1.3859275421068726,1.4128255015813742,1.2514643611647154
2008-10-31,0.9117244654236286,1.0370572740355513,1.1152649504695442,0.9128581280357657
2008-11-30,0.9668592786126519,1.0559720455386832,1.1180106834468586,0.8818694981697854
2008-12-31,0.9439272729345708,1.0141007255125607,1.0682322722933197,0.8507010323558598
2009-01-31,0.8630109833141294,0.9961736366284354,1.036896053792423,0.8473307109876422
2009-02-28,0.9605123891115234,1.057242233759391,1.0446652882309604,0.8791865804020287
2009-03-31,0.9700221919588928,1.0845879913841334,1.1294595727860672,0.9336850651396951
2009-04-30,1.095915118900566,1.19591562454811,1.225212484288859,0.9906645423195105
2009-05-31,1.324451913415335,1.3559264281947117,1.31997369654192,1.2237615575158687
2009-06-30,1.3567339318222478,1.421035894207168,1.3551830457243377,1.2404807003377378
2009-07-31,1.61837600159562,1.6533020802606702,1.5149012187757231,1.4489518401631998
2009-08-31,1.6059873264381987,1.6963538699251677,1.5300948115146153,1.5751671036776824
2009-09-30,1.5249864924201508,1.6017589826351943,1.4963494504672719,1.5233186018413225
2009-10-31,1.5676401582770092,1.7483117127793448,1.5473955906303376,1.5983508338228163
2009-11-30,1.6141450320806914,1.8924481402222102,1.5819948659691168,1.7353028215559012
2009-12-31,1.5789337337190208,1.8380711919978427,1.591307967145783,1.7191973394042426
2010-01-31,1.5051888563664766,1.7064363251173496,1.5477069930452838,1.6470933253227864
2010-02-28,1.4902320142980807,1.7089971387614917,1.5854388812837588,1.686844942498427
2010-03-31,1.4916315397537752,1.794531585025646,1.5951897067263936,1.7759752167013536
2010-04-30,1.4430607183848385,1.7941360741791332,1.6348687082979068,1.8217689815775815
2010-05-31,1.416912729217581,1.774186690117243,1.6230855852207708,1.80460521552772
2010-06-30,1.4737135965852495,1.8573271253317918,1.6618987161545804,1.8737118443912029
2010-07-31,1.410218789048906,1.8579167854664154,1.6730061682197108,1.8988474807308866
2010-08-31,1.4579363999984587,1.9744769449386066,1.6920882166581774,2.0005546133352583
2010-09-30,1.7237623523271839,2.353722525688111,1.9180703030329158,2.377065051080988
2010-10-31,1.9370827976052902,2.491443325798909,1.97630736593808,2.457101707708144
2010-11-30,1.8909806932894975,2.343651993416535,1.812147966723723,2.3268056336153244
2010-12-31,1.9372034703631094,2.464135506793607,1.9396935700437823,2.5323481990879015
2011-01-31,1.8033238978300765,2.2485064254991727,1.8091502470721736,2.401597960101761
2011-02-28,1.8735317833774854,2.259347389255424,1.7001834850113806,2.3165465522509203
2011-03-31,1.9312892000151896,2.3681337194924477,1.8127161156063036,2.49415756257833
2011-04-30,2.0225912428219526,2.528669152288202,1.9189017536209358,2.676372874340732
2011-05-31,2.072805629817658,2.5213040454877094,1.8707216394174226,2.668652546403359
2011-06-30,2.17703914369488,2.6102038252733526,1.8887308800016096,2.70750872976507
2011-07-31,2.3349529167143506,2.7663171090598366,1.943603710918319,2.8695088936279673
2011-08-31,2.4110236892062558,2.7251467848708977,1.8815046646187188,2.8402661137763894
2011-09-30,2.0301779943494145,2.399632464753262,1.7699097185624917,2.5537635195969806
2011-10-31,2.3010501249625612,2.6559933203869917,1.8863099323204873,2.7734342481964793
2011-11-30,2.3976051416916886,2.6875982690695843,1.8288375642607482,2.7540105044702385
2011-12-31,2.3274675749223572,2.6749299870809886,1.8843178934557943,2.8230228120037104
2012-01-31,2.521525729604281,2.879930761062088,2.0348963797980133,3.0524904904491423
2012-02-29,2.425277537146765,2.880166356453376,2.143966510270611,3.150667177624928
2012-03-31,2.4965554751073875,2.9978711667638764,2.2081547360148126,3.26083596243338
2012-04-30,2.6262749193786297,3.112864366795284,2.225907423758468,3.311491325456511
2012-05-31,2.3369329638781626,2.9294709129074414,2.134490515943822,3.1789610967295654
2012-06-30,2.472591081860758,3.061948491518178,2.2592050252292553,3.2893364884102625
2012-07-31,2.3328351174561206,3.0084907770192837,2.2963507673302055,3.3067921486869745
2012-08-31,2.2603275454293352,2.9348907091668464,2.250066644607963,3.192780438696545
2012-09-30,2.3968190789188926,3.100453371655419,2.3247514466029937,3.2420645949432085
2012-10-31,2.4775478080466247,3.177571424155937,2.3333080287604653,3.28945740087133
2012-11-30,2.5887553815706275,3.3391699915207047,2.409253917836285,3.3022923671339757
2012-12-31,2.6886743611240482,3.4932355590686175,2.461065553105368,3.4263528342822163
2013-01-31,2.8880147693797036,3.7864693036685524,2.657777499873357,3.7164911726442194
2013-02-28,3.186503865267383,4.145442494466655,2.876114291037977,3.9486905499898213
2013-03-31,3.3422806689781015,4.271520394716313,2.9060579583689954,3.987884273893548
2013-04-30,3.4561975914490493,4.430599917493073,3.0042618966300045,4.074190936458021
2013-05-31,3.4189112059681683,4.359714220908398,2.9508361626313704,3.9185205753990417
2013-06-30,3.2323412872468635,4.088212787116897,2.755722938669379,3.496968110203825
2013-07-31,3.216822877888836,4.087125984360768,2.81634594796223,3.6423584789712162
2013-08-31,2.929768870870695,3.738643055231268,2.6140536286373477,3.359926194755042
2013-09-30,3.003679966482068,3.890157090669516,2.6630964219060775,3.3239173153011015
2013-10-31,3.3398084789176288,4.215630804748403,2.7802409208045114,3.514386034909714
2013-11-30,3.126383664721695,3.9437913228873205,2.613177964402263,3.3241005007441946
2013-12-31,3.0503256019950893,3.7620275604356026,2.5379009387785794,3.1798143928389173
2014-01-31,3.071269212268083,3.834489676867397,2.5687309768866093,3.3255725804900558
2014-02-28,3.260370683068055,4.088488416693688,2.6929304159798417,3.5357640323681334
2014-03-31,3.2900821253858537,4.105831063772649,2.676101346237831,3.5699649417623007
2014-04-30,3.471132018797548,4.317264378766702,2.8009522691250384,3.742203801378217
2014-05-31,3.35423938681333,4.220035452216142,2.7523380412261247,3.7102498181708823
2014-06-30,3.4364045888747365,4.311842184996308,2.857704226403079,3.819747549955328
2014-07-31,3.425945340408194,4.298307089434483,2.892083282625115,3.8370290958542723
2014-08-31,3.4535242546500218,4.3563687022148825,2.9745501311070646,3.978159348124773
2014-09-30,3.6856332283053095,4.600251826435308,3.016500804076343,4.078044589073058
2014-10-31,3.6471019331525256,4.449934666158386,3.019317485024151,3.995669631124351
2014-11-30,3.7307507539768823,4.606684472300941,3.058108741009185,4.038825125563077
2014-12-31,3.6634950039845617,4.556907386240531,3.0402768966639906,4.003105571416637
2015-01-31,3.823725764223413,4.819965060803163,3.177339270812153,4.1767384667590015
2015-02-28,3.8230084961193813,4.857646783394137,3.1825712241311557,4.254718228118869
2015-03-31,4.101329457490323,5.1337793610032145,3.2025975923625327,4.238724161262964
2015-04-30,3.877672464088554,4.938455737229477,3.128081171263747,4.135483148271573
2015-05-31,3.7704577576891007,4.8280755413225735,3.043852846719464,4.025030027306906
2015-06-30,3.7320100405052252,4.768619512039493,3.0428340457857077,3.9571755299797573
2015-07-31,3.779229827456362,4.7864885574784495,3.027705245492493,3.9056152758742217
2015-08-31,3.5887364198673932,4.583086936252702,2.7961929713464846,3.6385713910480404
2015-09-30,3.5623960207807768,4.570177814192655,2.6539379968407313,3.4879244144998833
2015-10-31,3.5879432403169833,4.658129470653105,2.7422229966611336,3.669729551096225
2015-11-30,3.3940156260832075,4.522132704484015,2.6564407964720282,3.5130970833941038
2015-12-31,3.406751647349599,4.5325607573963715,2.646155775183624,3.469266821486964
2016-01-31,3.2806819270064,4.393691558166731,2.592602969437056,3.2493028664256594
2016-02-29,3.2415070684747405,4.408270762019292,2.576486369623632,3.3736759803710736
2016-03-31,3.6661776694993793,4.8732391972026425,2.7920192612575425,3.649970905521083
2016-04-30,3.709165085392848,4.888401041725729,2.763423576336662,3.5879266561080407
2016-05-31,3.6994444280874936,4.9439780922316805,2.8392306363801434,3.698723290116325
2016-06-30,3.9838340435804014,5.189868511877562,2.962762373768475,3.8838483208671706
2016-07-31,4.1555035966187726,5.397811627628513,2.9981439968271397,3.943242182241806
2016-08-31,3.9912324719341656,5.245772099732081,2.960166507403783,3.832832716571627
2016-09-30,4.04275068999002,5.2195214125356015,2.9214119139516876,3.778777638876365
2016-10-31,3.934121155126745,5.091950380361352,2.842417598577744,3.7101420971909778
2016-11-30,3.505124401675156,4.615047350456074,2.6204276904120354,3.5219248167631294
2016-12-31,3.5587416091389645,4.678064536856192,2.6285016199335334,3.528514080104527
2017-01-31,3.7456119554123384,4.947530485874799,2.7461294237895215,3.7173655823022425
2017-02-28,3.687274150351237,4.8584181002296205,2.6812733697593885,3.717767734772015
2017-03-31,3.554382879580182,4.77315471991191,2.632238097510976,3.7475995633716295
2017-04-30,3.709303342830682,4.9980011519508585,2.7515579035527518,3.8935527229284754
2017-05-31,3.8534129726366286,5.14935513976779,2.8099349564561793,4.007763780432543
2017-06-30,3.8425567279078425,5.1657459684145275,2.8023850358059557,4.0102922400775105
2017-07-31,3.9834599087448095,5.289976415234892,2.863947389846779,4.091405235402003
2017-08-31,3.943645179449118,5.312351947428499,2.8489534455821777,4.093346707705701
2017-09-30,4.119327839970315,5.397210457788211,2.9030113817163157,4.214247276740365
2017-10-31,4.176361537666563,5.474191597234297,2.9693322488271345,4.205614849686041
2017-11-30,4.027618653649644,5.151979219002408,2.9955124499345525,4.004285557161667
2017-12-31,4.058561733517937,5.1513302125825176,3.144192422102769,4.085311715945899
2018-01-31,4.127051220250667,5.291599413586109,3.2037582170803387,4.22719833209338
2018-02-28,4.154432749239478,5.22767416254985,3.094642266783324,4.159938991485041
2018-03-31,3.9380997326225535,4.95008182879246,2.9749341863417396,3.941990605414175
2018-04-30,3.651242768168428,4.726789703445985,2.902325555052229,3.8449259224932484
2018-05-31,3.436137193040006,4.580458371686283,2.804076296197006,3.7147837502098384
2018-06-30,3.288138255094157,4.355528719742959,2.6994160942870944,3.5518294670701223
2018-07-31,3.496495272410333,4.671180836574829,2.8550103193044256,3.730453018056562
2018-08-31,3.5000490386648297,4.735793766702147,2.9059052929703117,3.851976588500578
2018-09-30,3.2210437500863,4.379059594860759,2.678063991819632,3.5921938118251706
2018-10-31,3.1912093447560386,4.338067100074931,2.648328068101128,3.5841830400157195
2018-11-30,3.2099889852479597,4.387082026776512,2.7507537747536652,3.5184403757805813
2018-12-31,3.267055420111948,4.491115716125653,2.78933832924265,3.55090182800188
2019-01-31,3.4900752140174056,4.864466906602764,2.963773788132756,3.8103448059823015
2019-02-28,3.4326896464553824,4.8397280881759075,2.868989785865216,3.696767804431946
2019-03-31,3.5499949712702916,5.023101991532224,2.9387197364347695,3.8063441953353676
2019-04-30,3.5456451644018796,5.109895280826282,2.9552752032614817,3.81020911613508
2019-05-31,3.5751718689867182,5.165215004087812,2.9526533198774834,3.8452360633674076
2019-06-30,3.5691208093708497,5.156969884838639,2.96859558609316,3.8622748398305946
2019-07-31,3.4612977174865898,4.982759188083962,3.01765742750589,3.864422422216926
2019-08-31,3.2241074052483616,4.7836661529327404,2.992332028449735,3.8068045687351044
2019-09-30,2.9300082972835377,4.477042231582675,2.9154682849449007,3.699156210317179
2019-10-31,2.9851528591816625,4.540718362999149,3.017094453196369,3.7683211473896567
2019-11-30,2.959956075856806,4.398389093258604,2.921992697591837,3.6627576027261224
2019-12-31,2.9624260331939887,4.457515982319502,2.9405303732556183,3.669623839420642
2020-01-31,2.7193168364362057,4.118077098355038,2.7159992610760044,3.4111640172012936
2020-02-29,2.508707284701717,3.855509116871215,2.5453507682480665,3.199743342942047
2020-03-31,1.8674897092377916,2.936382588185906,1.9126744725072133,2.529027210796711
2020-04-30,1.9807813467248334,3.05392499107023,2.106033241882809,2.74220298167061
2020-05-31,1.9911162117288614,3.0839887345873103,2.1268032793382483,2.7502309812806294
2020-06-30,2.076376098954669,3.225369335787122,2.2412558471328556,2.9044708774530075
2020-07-31,2.0256288208515087,3.1081953306507994,2.1500081063636074,2.7790573647852903
2020-08-31,2.0505211726400776,3.19676246553214,2.14220762542082,2.7966425747335624
2020-09-30,2.0012919299878424,3.1305244609425475,2.1468661749621463,2.7968003999672617
2020-10-31,2.127075170168685,3.2614461226391533,2.2204087157429493,2.8901696536710686
2020-11-30,2.1174606761323838,3.309198257701499,2.3090421014206495,3.016188014775735
2020-12-31,2.1360307608758857,3.4255106726503097,2.364544461671751,3.0790401021721805
2021-01-31,2.0385877851079623,3.1980205245012208,2.290333639177322,2.9760680856281727
2021-02-28,2.2004171454489487,3.383261875291724,2.306187321442919,3.014299672207558
2021-03-31,2.0588299994535086,3.2539401382331707,2.306433441671453,2.993499422090732
